"","name","fips","realPersonalIncome","state","county","cbsa","rpp.in.100.dollars"
"1","Abilene, TX","10180",40372,48,48441,10180,109.5290252
"2","Abilene, TX","10180",40372,48,48059,10180,109.5290252
"3","Abilene, TX","10180",40372,48,48253,10180,109.5290252
"4","Akron, OH","10420",45007,39,39133,10420,112.4859393
"5","Akron, OH","10420",45007,39,39153,10420,112.4859393
"6","Alabama (Nonmetropolitan Portion)","01999",35595,1,1027,NA,120.6272618
"7","Alabama (Nonmetropolitan Portion)","01999",35595,1,1029,NA,120.6272618
"8","Alabama (Nonmetropolitan Portion)","01999",35595,1,1005,NA,120.6272618
"9","Alabama (Nonmetropolitan Portion)","01999",35595,1,1087,NA,120.6272618
"10","Alabama (Nonmetropolitan Portion)","01999",35595,1,1035,NA,120.6272618
"11","Alabama (Nonmetropolitan Portion)","01999",35595,1,1011,NA,120.6272618
"12","Alabama (Nonmetropolitan Portion)","01999",35595,1,1013,NA,120.6272618
"13","Alabama (Nonmetropolitan Portion)","01999",35595,1,1095,10700,120.6272618
"14","Alabama (Nonmetropolitan Portion)","01999",35595,1,1017,46740,120.6272618
"15","Alabama (Nonmetropolitan Portion)","01999",35595,1,1019,NA,120.6272618
"16","Alabama (Nonmetropolitan Portion)","01999",35595,1,1047,42820,120.6272618
"17","Alabama (Nonmetropolitan Portion)","01999",35595,1,1023,NA,120.6272618
"18","Alabama (Nonmetropolitan Portion)","01999",35595,1,1025,NA,120.6272618
"19","Alabama (Nonmetropolitan Portion)","01999",35595,1,1053,NA,120.6272618
"20","Alabama (Nonmetropolitan Portion)","01999",35595,1,1133,NA,120.6272618
"21","Alabama (Nonmetropolitan Portion)","01999",35595,1,1031,21460,120.6272618
"22","Alabama (Nonmetropolitan Portion)","01999",35595,1,1059,NA,120.6272618
"23","Alabama (Nonmetropolitan Portion)","01999",35595,1,1043,18980,120.6272618
"24","Alabama (Nonmetropolitan Portion)","01999",35595,1,1037,45180,120.6272618
"25","Alabama (Nonmetropolitan Portion)","01999",35595,1,1039,NA,120.6272618
"26","Alabama (Nonmetropolitan Portion)","01999",35595,1,1041,NA,120.6272618
"27","Alabama (Nonmetropolitan Portion)","01999",35595,1,1131,NA,120.6272618
"28","Alabama (Nonmetropolitan Portion)","01999",35595,1,1045,37120,120.6272618
"29","Alabama (Nonmetropolitan Portion)","01999",35595,1,1099,NA,120.6272618
"30","Alabama (Nonmetropolitan Portion)","01999",35595,1,1049,NA,120.6272618
"31","Alabama (Nonmetropolitan Portion)","01999",35595,1,1111,NA,120.6272618
"32","Alabama (Nonmetropolitan Portion)","01999",35595,1,1105,NA,120.6272618
"33","Alabama (Nonmetropolitan Portion)","01999",35595,1,1063,NA,120.6272618
"34","Alabama (Nonmetropolitan Portion)","01999",35595,1,1057,NA,120.6272618
"35","Alabama (Nonmetropolitan Portion)","01999",35595,1,1093,NA,120.6272618
"36","Alabama (Nonmetropolitan Portion)","01999",35595,1,1121,45180,120.6272618
"37","Alabama (Nonmetropolitan Portion)","01999",35595,1,1071,42460,120.6272618
"38","Alabama (Nonmetropolitan Portion)","01999",35595,1,1091,NA,120.6272618
"39","Alabama (Nonmetropolitan Portion)","01999",35595,1,1075,NA,120.6272618
"40","Alabama (Nonmetropolitan Portion)","01999",35595,1,1129,NA,120.6272618
"41","Alabama (Nonmetropolitan Portion)","01999",35595,1,1123,NA,120.6272618
"42","Alabama (Nonmetropolitan Portion)","01999",35595,1,1109,45980,120.6272618
"43","Alabama (Nonmetropolitan Portion)","01999",35595,1,1119,NA,120.6272618
"44","Alaska (Nonmetropolitan Portion)","02999",46297,2,2164,NA,101.4198783
"45","Alaska (Nonmetropolitan Portion)","02999",46297,2,2150,NA,101.4198783
"46","Alaska (Nonmetropolitan Portion)","02999",46297,2,2240,NA,101.4198783
"47","Alaska (Nonmetropolitan Portion)","02999",46297,2,2185,NA,101.4198783
"48","Alaska (Nonmetropolitan Portion)","02999",46297,2,2050,NA,101.4198783
"49","Alaska (Nonmetropolitan Portion)","02999",46297,2,2180,NA,101.4198783
"50","Alaska (Nonmetropolitan Portion)","02999",46297,2,2013,NA,101.4198783
"51","Alaska (Nonmetropolitan Portion)","02999",46297,2,2068,NA,101.4198783
"52","Alaska (Nonmetropolitan Portion)","02999",46297,2,2016,NA,101.4198783
"53","Alaska (Nonmetropolitan Portion)","02999",46297,2,2198,NA,101.4198783
"54","Alaska (Nonmetropolitan Portion)","02999",46297,2,2130,28540,101.4198783
"55","Alaska (Nonmetropolitan Portion)","02999",46297,2,2105,NA,101.4198783
"56","Alaska (Nonmetropolitan Portion)","02999",46297,2,2230,NA,101.4198783
"57","Alaska (Nonmetropolitan Portion)","02999",46297,2,2122,NA,101.4198783
"58","Alaska (Nonmetropolitan Portion)","02999",46297,2,2290,NA,101.4198783
"59","Alaska (Nonmetropolitan Portion)","02999",46297,2,2275,NA,101.4198783
"60","Alaska (Nonmetropolitan Portion)","02999",46297,2,2060,NA,101.4198783
"61","Alaska (Nonmetropolitan Portion)","02999",46297,2,2282,NA,101.4198783
"62","Alaska (Nonmetropolitan Portion)","02999",46297,2,2195,NA,101.4198783
"63","Alaska (Nonmetropolitan Portion)","02999",46297,2,2220,NA,101.4198783
"64","Alaska (Nonmetropolitan Portion)","02999",46297,2,2100,NA,101.4198783
"65","Alaska (Nonmetropolitan Portion)","02999",46297,2,2070,NA,101.4198783
"66","Alaska (Nonmetropolitan Portion)","02999",46297,2,2261,NA,101.4198783
"67","Alaska (Nonmetropolitan Portion)","02999",46297,2,2110,27940,101.4198783
"68","Alaska (Nonmetropolitan Portion)","02999",46297,2,2270,NA,101.4198783
"69","Alaska (Nonmetropolitan Portion)","02999",46297,2,2188,NA,101.4198783
"70","Albany-Schenectady-Troy, NY","10580",46255,36,36091,10580,101.010101
"71","Albany-Schenectady-Troy, NY","10580",46255,36,36093,10580,101.010101
"72","Albany-Schenectady-Troy, NY","10580",46255,36,36001,10580,101.010101
"73","Albany-Schenectady-Troy, NY","10580",46255,36,36083,10580,101.010101
"74","Albany-Schenectady-Troy, NY","10580",46255,36,36095,10580,101.010101
"75","Albany, GA","10500",36923,13,13177,10500,118.623962
"76","Albany, GA","10500",36923,13,13273,10500,118.623962
"77","Albany, GA","10500",36923,13,13007,10500,118.623962
"78","Albany, GA","10500",36923,13,13095,10500,118.623962
"79","Albany, GA","10500",36923,13,13321,10500,118.623962
"80","Albany, OR","10540",33537,41,41043,10540,106.9518717
"81","Albuquerque, NM","10740",35354,35,35043,10740,102.9866117
"82","Albuquerque, NM","10740",35354,35,35061,10740,102.9866117
"83","Albuquerque, NM","10740",35354,35,35057,10740,102.9866117
"84","Albuquerque, NM","10740",35354,35,35001,10740,102.9866117
"85","Alexandria, LA","10780",39992,22,22043,10780,113.1221719
"86","Alexandria, LA","10780",39992,22,22079,10780,113.1221719
"87","Allentown-Bethlehem-Easton, PA-NJ","10900",41446,34,34041,10900,100
"88","Allentown-Bethlehem-Easton, PA-NJ","10900",41446,42,42095,10900,100
"89","Allentown-Bethlehem-Easton, PA-NJ","10900",41446,42,42077,10900,100
"90","Allentown-Bethlehem-Easton, PA-NJ","10900",41446,42,42025,10900,100
"91","Altoona, PA","11020",39217,42,42013,11020,110.9877913
"92","Amarillo, TX","11100",41016,48,48381,11100,107.4113856
"93","Amarillo, TX","11100",41016,48,48065,11100,107.4113856
"94","Amarillo, TX","11100",41016,48,48011,11100,107.4113856
"95","Amarillo, TX","11100",41016,48,48375,11100,107.4113856
"96","Amarillo, TX","11100",41016,48,48359,11100,107.4113856
"97","Ames, IA","11180",38764,19,19169,11180,111.7318436
"98","Anchorage, AK","11260",47970,2,2020,11260,90.57971014
"99","Anchorage, AK","11260",47970,2,2170,11260,90.57971014
"100","Ann Arbor, MI","11460",43652,26,26161,11460,97.65625
"101","Anniston-Oxford-Jacksonville, AL","11500",35616,1,1015,11500,117.6470588
"102","Appleton, WI","11540",43477,55,55087,11540,107.2961373
"103","Appleton, WI","11540",43477,55,55015,11540,107.2961373
"104","Arizona (Nonmetropolitan Portion)","04999",31767,4,4012,NA,112.2334456
"105","Arizona (Nonmetropolitan Portion)","04999",31767,4,4017,43320,112.2334456
"106","Arizona (Nonmetropolitan Portion)","04999",31767,4,4009,40940,112.2334456
"107","Arizona (Nonmetropolitan Portion)","04999",31767,4,4001,NA,112.2334456
"108","Arizona (Nonmetropolitan Portion)","04999",31767,4,4023,35700,112.2334456
"109","Arizona (Nonmetropolitan Portion)","04999",31767,4,4011,NA,112.2334456
"110","Arizona (Nonmetropolitan Portion)","04999",31767,4,4007,37740,112.2334456
"111","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5041,NA,118.7648456
"112","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5023,NA,118.7648456
"113","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5075,NA,118.7648456
"114","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5027,31620,118.7648456
"115","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5137,NA,118.7648456
"116","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5029,NA,118.7648456
"117","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5135,NA,118.7648456
"118","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5097,NA,118.7648456
"119","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5021,NA,118.7648456
"120","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5147,NA,118.7648456
"121","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5103,15780,118.7648456
"122","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5133,NA,118.7648456
"123","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5049,NA,118.7648456
"124","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5101,25460,118.7648456
"125","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5003,NA,118.7648456
"126","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5089,NA,118.7648456
"127","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5113,NA,118.7648456
"128","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5109,NA,118.7648456
"129","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5093,14180,118.7648456
"130","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5121,NA,118.7648456
"131","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5123,22620,118.7648456
"132","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5099,NA,118.7648456
"133","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5127,NA,118.7648456
"134","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5073,NA,118.7648456
"135","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5077,NA,118.7648456
"136","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5057,NA,118.7648456
"137","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5129,NA,118.7648456
"138","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5055,37500,118.7648456
"139","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5005,34260,118.7648456
"140","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5067,NA,118.7648456
"141","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5117,NA,118.7648456
"142","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5145,42620,118.7648456
"143","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5065,NA,118.7648456
"144","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5047,NA,118.7648456
"145","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5071,NA,118.7648456
"146","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5017,NA,118.7648456
"147","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5019,11660,118.7648456
"148","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5083,NA,118.7648456
"149","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5013,15780,118.7648456
"150","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5059,31680,118.7648456
"151","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5001,NA,118.7648456
"152","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5011,NA,118.7648456
"153","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5037,NA,118.7648456
"154","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5015,NA,118.7648456
"155","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5009,25460,118.7648456
"156","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5107,25760,118.7648456
"157","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5061,NA,118.7648456
"158","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5039,NA,118.7648456
"159","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5043,NA,118.7648456
"160","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5115,40780,118.7648456
"161","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5095,NA,118.7648456
"162","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5063,12900,118.7648456
"163","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5141,NA,118.7648456
"164","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5149,40780,118.7648456
"165","Arkansas (Nonmetropolitan Portion)","05999",34826,5,5139,20980,118.7648456
"166","Asheville, NC","11700",36027,37,37089,11700,108.4598698
"167","Asheville, NC","11700",36027,37,37021,11700,108.4598698
"168","Asheville, NC","11700",36027,37,37087,11700,108.4598698
"169","Asheville, NC","11700",36027,37,37115,11700,108.4598698
"170","Athens-Clarke County, GA","12020",33419,13,13195,12020,108.9324619
"171","Athens-Clarke County, GA","12020",33419,13,13059,12020,108.9324619
"172","Athens-Clarke County, GA","12020",33419,13,13219,12020,108.9324619
"173","Athens-Clarke County, GA","12020",33419,13,13221,12020,108.9324619
"174","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13211,12060,105.0420168
"175","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13013,12060,105.0420168
"176","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13171,12060,105.0420168
"177","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13255,12060,105.0420168
"178","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13227,12060,105.0420168
"179","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13231,12060,105.0420168
"180","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13015,12060,105.0420168
"181","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13121,12060,105.0420168
"182","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13045,12060,105.0420168
"183","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13113,12060,105.0420168
"184","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13159,12060,105.0420168
"185","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13297,12060,105.0420168
"186","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13089,12060,105.0420168
"187","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13097,12060,105.0420168
"188","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13117,12060,105.0420168
"189","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13149,12060,105.0420168
"190","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13135,12060,105.0420168
"191","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13199,12060,105.0420168
"192","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13085,12060,105.0420168
"193","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13247,12060,105.0420168
"194","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13143,12060,105.0420168
"195","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13035,12060,105.0420168
"196","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13067,12060,105.0420168
"197","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13223,12060,105.0420168
"198","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13077,12060,105.0420168
"199","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13057,12060,105.0420168
"200","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13063,12060,105.0420168
"201","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13151,12060,105.0420168
"202","Atlanta-Sandy Springs-Roswell, GA","12060",41833,13,13217,12060,105.0420168
"203","Atlantic City-Hammonton, NJ","12100",37263,34,34001,12100,92.85051068
"204","Auburn-Opelika, AL","12220",35468,1,1081,12220,116.1440186
"205","Augusta-Richmond County, GA-SC","12260",37230,45,45037,12260,111.2347052
"206","Augusta-Richmond County, GA-SC","12260",37230,13,13245,12260,111.2347052
"207","Augusta-Richmond County, GA-SC","12260",37230,13,13033,12260,111.2347052
"208","Augusta-Richmond County, GA-SC","12260",37230,13,13189,12260,111.2347052
"209","Augusta-Richmond County, GA-SC","12260",37230,13,13073,12260,111.2347052
"210","Augusta-Richmond County, GA-SC","12260",37230,45,45003,12260,111.2347052
"211","Augusta-Richmond County, GA-SC","12260",37230,13,13181,12260,111.2347052
"212","Austin-Round Rock, TX","12420",43715,48,48209,12420,101.3171226
"213","Austin-Round Rock, TX","12420",43715,48,48453,12420,101.3171226
"214","Austin-Round Rock, TX","12420",43715,48,48055,12420,101.3171226
"215","Austin-Round Rock, TX","12420",43715,48,48021,12420,101.3171226
"216","Austin-Round Rock, TX","12420",43715,48,48491,12420,101.3171226
"217","Bakersfield, CA","12540",34022,6,6029,12540,102.3541453
"218","Baltimore-Columbia-Towson, MD","12580",45765,24,24005,12580,91.91176471
"219","Baltimore-Columbia-Towson, MD","12580",45765,24,24027,12580,91.91176471
"220","Baltimore-Columbia-Towson, MD","12580",45765,24,24013,12580,91.91176471
"221","Baltimore-Columbia-Towson, MD","12580",45765,24,24510,12580,91.91176471
"222","Baltimore-Columbia-Towson, MD","12580",45765,24,24003,12580,91.91176471
"223","Baltimore-Columbia-Towson, MD","12580",45765,24,24035,12580,91.91176471
"224","Baltimore-Columbia-Towson, MD","12580",45765,24,24025,12580,91.91176471
"225","Bangor, ME","12620",34450,23,23019,12620,103.3057851
"226","Barnstable Town, MA","12700",54088,25,25001,12700,98.52216749
"227","Baton Rouge, LA","12940",41693,22,22077,12940,107.5268817
"228","Baton Rouge, LA","12940",41693,22,22005,12940,107.5268817
"229","Baton Rouge, LA","12940",41693,22,22091,12940,107.5268817
"230","Baton Rouge, LA","12940",41693,22,22033,12940,107.5268817
"231","Baton Rouge, LA","12940",41693,22,22063,12940,107.5268817
"232","Baton Rouge, LA","12940",41693,22,22047,12940,107.5268817
"233","Baton Rouge, LA","12940",41693,22,22121,12940,107.5268817
"234","Baton Rouge, LA","12940",41693,22,22037,12940,107.5268817
"235","Baton Rouge, LA","12940",41693,22,22125,12940,107.5268817
"236","Battle Creek, MI","12980",35231,26,26025,12980,109.4091904
"237","Bay City, MI","13020",37150,26,26017,13020,110.864745
"238","Beaumont-Port Arthur, TX","13140",40500,48,48199,13140,110.1321586
"239","Beaumont-Port Arthur, TX","13140",40500,48,48361,13140,110.1321586
"240","Beaumont-Port Arthur, TX","13140",40500,48,48351,13140,110.1321586
"241","Beaumont-Port Arthur, TX","13140",40500,48,48245,13140,110.1321586
"242","Beckley, WV","13220",39316,54,54081,13220,128.2051282
"243","Beckley, WV","13220",39316,54,54019,13220,128.2051282
"244","Bellingham, WA","13380",37556,53,53073,13380,100.3009027
"245","Bend-Redmond, OR","13460",40012,41,41017,13460,103.8421599
"246","Billings, MT","13740",40148,30,30009,13740,102.6694045
"247","Billings, MT","13740",40148,30,30111,13740,102.6694045
"248","Billings, MT","13740",40148,30,30037,13740,102.6694045
"249","Binghamton, NY","13780",36877,36,36007,13780,105.1524711
"250","Binghamton, NY","13780",36877,36,36107,13780,105.1524711
"251","Birmingham-Hoover, AL","13820",45311,1,1021,13820,111.1111111
"252","Birmingham-Hoover, AL","13820",45311,1,1073,13820,111.1111111
"253","Birmingham-Hoover, AL","13820",45311,1,1115,13820,111.1111111
"254","Birmingham-Hoover, AL","13820",45311,1,1007,13820,111.1111111
"255","Birmingham-Hoover, AL","13820",45311,1,1117,13820,111.1111111
"256","Birmingham-Hoover, AL","13820",45311,1,1009,13820,111.1111111
"257","Birmingham-Hoover, AL","13820",45311,1,1127,13820,111.1111111
"258","Bismarck, ND","13900",49146,38,38085,13900,106.7235859
"259","Bismarck, ND","13900",49146,38,38065,13900,106.7235859
"260","Bismarck, ND","13900",49146,38,38015,13900,106.7235859
"261","Bismarck, ND","13900",49146,38,38059,13900,106.7235859
"262","Blacksburg-Christiansburg-Radford, VA","13980",34038,51,51750,13980,113.2502831
"263","Blacksburg-Christiansburg-Radford, VA","13980",34038,51,51063,13980,113.2502831
"264","Blacksburg-Christiansburg-Radford, VA","13980",34038,51,51155,13980,113.2502831
"265","Blacksburg-Christiansburg-Radford, VA","13980",34038,51,51071,13980,113.2502831
"266","Blacksburg-Christiansburg-Radford, VA","13980",34038,51,51121,13980,113.2502831
"267","Bloomington, IL","14010",42106,17,17113,14010,106.6098081
"268","Bloomington, IL","14010",42106,17,17039,14010,106.6098081
"269","Bloomington, IN","14020",32647,18,18119,14020,104.6025105
"270","Bloomington, IN","14020",32647,18,18105,14020,104.6025105
"271","Bloomsburg-Berwick, PA","14100",39759,42,42093,14100,108.4598698
"272","Bloomsburg-Berwick, PA","14100",39759,42,42037,14100,108.4598698
"273","Boise City, ID","14260",36750,16,16045,14260,105.5966209
"274","Boise City, ID","14260",36750,16,16027,14260,105.5966209
"275","Boise City, ID","14260",36750,16,16001,14260,105.5966209
"276","Boise City, ID","14260",36750,16,16015,14260,105.5966209
"277","Boise City, ID","14260",36750,16,16073,14260,105.5966209
"278","Boston-Cambridge-Newton, MA-NH","14460",53632,25,25009,14460,90.17132552
"279","Boston-Cambridge-Newton, MA-NH","14460",53632,33,33015,14460,90.17132552
"280","Boston-Cambridge-Newton, MA-NH","14460",53632,25,25025,14460,90.17132552
"281","Boston-Cambridge-Newton, MA-NH","14460",53632,25,25021,14460,90.17132552
"282","Boston-Cambridge-Newton, MA-NH","14460",53632,33,33017,14460,90.17132552
"283","Boston-Cambridge-Newton, MA-NH","14460",53632,25,25017,14460,90.17132552
"284","Boston-Cambridge-Newton, MA-NH","14460",53632,25,25023,14460,90.17132552
"285","Boulder, CO","14500",49440,8,8013,14500,91.40767824
"286","Bowling Green, KY","14540",36020,21,21227,14540,116.8224299
"287","Bowling Green, KY","14540",36020,21,21003,14540,116.8224299
"288","Bowling Green, KY","14540",36020,21,21031,14540,116.8224299
"289","Bowling Green, KY","14540",36020,21,21061,14540,116.8224299
"290","Bremerton-Silverdale, WA","14740",40812,53,53035,14740,95.51098376
"291","Bridgeport-Stamford-Norwalk, CT","14860",75426,9,9001,14860,82.78145695
"292","Brownsville-Harlingen, TX","15180",27290,48,48061,15180,117.2332943
"293","Brunswick, GA","15260",36574,13,13127,15260,116.1440186
"294","Brunswick, GA","15260",36574,13,13025,15260,116.1440186
"295","Brunswick, GA","15260",36574,13,13191,15260,116.1440186
"296","Buffalo-Cheektowaga-Niagara Falls, NY","15380",42864,36,36029,15380,106.6098081
"297","Buffalo-Cheektowaga-Niagara Falls, NY","15380",42864,36,36063,15380,106.6098081
"298","Burlington-South Burlington, VT","15540",44343,50,50011,15540,98.03921569
"299","Burlington-South Burlington, VT","15540",44343,50,50007,15540,98.03921569
"300","Burlington-South Burlington, VT","15540",44343,50,50013,15540,98.03921569
"301","Burlington, NC","15500",35407,37,37001,15500,110.864745
"302","California (Nonmetropolitan Portion)","06999",37664,6,6009,NA,102.5641026
"303","California (Nonmetropolitan Portion)","06999",37664,6,6043,NA,102.5641026
"304","California (Nonmetropolitan Portion)","06999",37664,6,6091,NA,102.5641026
"305","California (Nonmetropolitan Portion)","06999",37664,6,6015,18860,102.5641026
"306","California (Nonmetropolitan Portion)","06999",37664,6,6063,NA,102.5641026
"307","California (Nonmetropolitan Portion)","06999",37664,6,6051,NA,102.5641026
"308","California (Nonmetropolitan Portion)","06999",37664,6,6035,45000,102.5641026
"309","California (Nonmetropolitan Portion)","06999",37664,6,6033,17340,102.5641026
"310","California (Nonmetropolitan Portion)","06999",37664,6,6005,NA,102.5641026
"311","California (Nonmetropolitan Portion)","06999",37664,6,6057,46020,102.5641026
"312","California (Nonmetropolitan Portion)","06999",37664,6,6023,21700,102.5641026
"313","California (Nonmetropolitan Portion)","06999",37664,6,6011,NA,102.5641026
"314","California (Nonmetropolitan Portion)","06999",37664,6,6093,NA,102.5641026
"315","California (Nonmetropolitan Portion)","06999",37664,6,6021,NA,102.5641026
"316","California (Nonmetropolitan Portion)","06999",37664,6,6045,46380,102.5641026
"317","California (Nonmetropolitan Portion)","06999",37664,6,6027,NA,102.5641026
"318","California (Nonmetropolitan Portion)","06999",37664,6,6003,NA,102.5641026
"319","California (Nonmetropolitan Portion)","06999",37664,6,6109,43760,102.5641026
"320","California (Nonmetropolitan Portion)","06999",37664,6,6049,NA,102.5641026
"321","California (Nonmetropolitan Portion)","06999",37664,6,6105,NA,102.5641026
"322","California (Nonmetropolitan Portion)","06999",37664,6,6103,39780,102.5641026
"323","California-Lexington Park, MD","15680",47065,24,24037,15680,102.3541453
"324","Canton-Massillon, OH","15940",41274,39,39019,15940,111.8568233
"325","Canton-Massillon, OH","15940",41274,39,39151,15940,111.8568233
"326","Cape Coral-Fort Myers, FL","15980",40875,12,12071,15980,105.1524711
"327","Cape Girardeau, MO-IL","16020",41340,29,29031,16020,119.474313
"328","Cape Girardeau, MO-IL","16020",41340,29,29017,16020,119.474313
"329","Cape Girardeau, MO-IL","16020",41340,17,17003,16020,119.474313
"330","Carbondale-Marion, IL","16060",39422,17,17077,16060,119.6172249
"331","Carbondale-Marion, IL","16060",39422,17,17199,16060,119.6172249
"332","Carson City, NV","16180",39401,32,32510,16180,103.0927835
"333","Casper, WY","16220",56274,56,56025,16220,102.0408163
"334","Cedar Rapids, IA","16300",47097,19,19011,16300,109.7694841
"335","Cedar Rapids, IA","16300",47097,19,19113,16300,109.7694841
"336","Cedar Rapids, IA","16300",47097,19,19105,16300,109.7694841
"337","Chambersburg-Waynesboro, PA","16540",39095,42,42055,16540,106.2699256
"338","Champaign-Urbana, IL","16580",38650,17,17147,16580,106.0445387
"339","Champaign-Urbana, IL","16580",38650,17,17019,16580,106.0445387
"340","Champaign-Urbana, IL","16580",38650,17,17053,16580,106.0445387
"341","Charleston-North Charleston, SC","16700",39477,45,45019,16700,104.1666667
"342","Charleston-North Charleston, SC","16700",39477,45,45015,16700,104.1666667
"343","Charleston-North Charleston, SC","16700",39477,45,45035,16700,104.1666667
"344","Charleston, WV","16620",43475,54,54039,16620,111.9820829
"345","Charleston, WV","16620",43475,54,54005,16620,111.9820829
"346","Charleston, WV","16620",43475,54,54015,16620,111.9820829
"347","Charlotte-Concord-Gastonia, NC-SC","16740",41724,45,45023,16740,107.0663812
"348","Charlotte-Concord-Gastonia, NC-SC","16740",41724,37,37109,16740,107.0663812
"349","Charlotte-Concord-Gastonia, NC-SC","16740",41724,37,37159,16740,107.0663812
"350","Charlotte-Concord-Gastonia, NC-SC","16740",41724,37,37025,16740,107.0663812
"351","Charlotte-Concord-Gastonia, NC-SC","16740",41724,45,45057,16740,107.0663812
"352","Charlotte-Concord-Gastonia, NC-SC","16740",41724,37,37179,16740,107.0663812
"353","Charlotte-Concord-Gastonia, NC-SC","16740",41724,37,37097,16740,107.0663812
"354","Charlotte-Concord-Gastonia, NC-SC","16740",41724,37,37071,16740,107.0663812
"355","Charlotte-Concord-Gastonia, NC-SC","16740",41724,45,45091,16740,107.0663812
"356","Charlotte-Concord-Gastonia, NC-SC","16740",41724,37,37119,16740,107.0663812
