"NAME","home"
"Cluster 7",299.476439790576
"Cluster 23",258.333333333333
"Cluster 27",246.913580246914
"Cluster 3",244.607843137255
"Cluster 21",226.704545454545
"Cluster 2",198.029556650246
"Cluster 37",147.297297297297
"Cluster 31",102.970297029703
"Cluster 28",101.941747572816
"Cluster 33",86.5546218487395
"Cluster 9",85.4395604395604
"Cluster 34",71.3286713286713
"Cluster 30",70.4918032786885
"Cluster 32",62.0967741935484
"Cluster 38",45.1219512195122
"Cluster 39",39.2592592592593
