"RPI1 Real Personal Income 1/"
"Real per capita personal income (chained (2009) dollars) 2/" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",39509
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",39499
"42140","Santa Fe, NM (Metropolitan Statistical Area)",44555
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",42729
"42220","Santa Rosa, CA (Metropolitan Statistical Area)",38252
"42340","Savannah, GA (Metropolitan Statistical Area)",39612
"42540","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",40266
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",49689
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",63906
"42700","Sebring, FL (Metropolitan Statistical Area)",33227
"43100","Sheboygan, WI (Metropolitan Statistical Area)",46517
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)",37317
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",42298
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",37273
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",45675
"43620","Sioux Falls, SD (Metropolitan Statistical Area)",48169
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",40723
"43900","Spartanburg, SC (Metropolitan Statistical Area)",37623
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",37000
"44100","Springfield, IL (Metropolitan Statistical Area)",42060
"44140","Springfield, MA (Metropolitan Statistical Area)",41058
"44180","Springfield, MO (Metropolitan Statistical Area)",37365
"44220","Springfield, OH (Metropolitan Statistical Area)",38024
"44300","State College, PA (Metropolitan Statistical Area)",35914
"44420","Staunton-Waynesboro, VA (Metropolitan Statistical Area)",39962
"44700","Stockton-Lodi, CA (Metropolitan Statistical Area)",33117
"44940","Sumter, SC (Metropolitan Statistical Area)",37902
"45060","Syracuse, NY (Metropolitan Statistical Area)",40245
"45220","Tallahassee, FL (Metropolitan Statistical Area)",35460
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",37961
"45460","Terre Haute, IN (Metropolitan Statistical Area)",35189
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)",35893
"45540","The Villages, FL (Metropolitan Statistical Area)",38339
"45780","Toledo, OH (Metropolitan Statistical Area)",41732
"45820","Topeka, KS (Metropolitan Statistical Area)",41734
"45940","Trenton, NJ (Metropolitan Statistical Area)",48985
"46060","Tucson, AZ (Metropolitan Statistical Area)",35078
"46140","Tulsa, OK (Metropolitan Statistical Area)",50195
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)",36457
"46340","Tyler, TX (Metropolitan Statistical Area)",42344
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)",37048
"46540","Utica-Rome, NY (Metropolitan Statistical Area)",37530
"46660","Valdosta, GA (Metropolitan Statistical Area)",35813
"46700","Vallejo-Fairfield, CA (Metropolitan Statistical Area)",33544
"47020","Victoria, TX (Metropolitan Statistical Area)",46042
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",31937
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",42358
"47300","Visalia-Porterville, CA (Metropolitan Statistical Area)",33998
"47380","Waco, TX (Metropolitan Statistical Area)",35546
"47460","Walla Walla, WA (Metropolitan Statistical Area)",39563
"47580","Warner Robins, GA (Metropolitan Statistical Area)",38049
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",48539
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",41577
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",40689
"48140","Wausau, WI (Metropolitan Statistical Area)",43039
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",37127
"48300","Wenatchee, WA (Metropolitan Statistical Area)",38240
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)",42911
"48620","Wichita, KS (Metropolitan Statistical Area)",45807
"48660","Wichita Falls, TX (Metropolitan Statistical Area)",42391
"48700","Williamsport, PA (Metropolitan Statistical Area)",39106
"48900","Wilmington, NC (Metropolitan Statistical Area)",37133
"49020","Winchester, VA-WV (Metropolitan Statistical Area)",40776
"49180","Winston-Salem, NC (Metropolitan Statistical Area)",39329
"49340","Worcester, MA-CT (Metropolitan Statistical Area)",41813
"49420","Yakima, WA (Metropolitan Statistical Area)",36467
"49620","York-Hanover, PA (Metropolitan Statistical Area)",41213
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",38531
"49700","Yuba City, CA (Metropolitan Statistical Area)",34724
"49740","Yuma, AZ (Metropolitan Statistical Area)",28342
"Legend / Footnotes:"
"1/ Real personal income for states and metropolitan areas is personal income divided by the RPPs and the national PCE price index. The result is a chained dollar (using 2009 as the base year) estimate of real personal income."
"2/ Real per capita personal income is total real personal income divided by total midyear population."
"Last updated:  July 7, 2016-- new estimates for 2014; revised estimates for 2008-2013."
